Date,Open,High,Low,Close,Adj Close,Volume
2007-01-03,68.63999938964844,68.65000153,66,66.31999969482422,53.93786621,23300
2007-01-04,65.58999633789062,66.55000305175781,64.08999633789062,66.23999786376953,53.87281036376953,20800
2007-01-05,66.09999847,66.29000091552734,64.29000091552734,65.05000305175781,52.90497970581055,13900
2007-01-08,64.94000244140625,65.05999755859375,63.83000183105469,64.01000213623047,52.05915832519531,12300
2007-01-09,63.83000183105469,64.91999816894531,63.310001373291016,64.91999816894531,52.79924392700195,16800
2007-01-10,64.43000030517578,65.80000305175781,64.41000366210938,65.80000305175781,53.51496124267578,15900
2007-01-11,66,66.73999786376953,65.68000030517578,66.73999786376953,54.279449462890625,18400
2007-01-12,67,68.05999755859375,65.80999755859375,68.05999755859375,55.353031158447266,13800
2007-01-16,67.61000061035156,68.15000153,65.43000030517578,65.43000030517578,53.21403503417969,14000
2007-01-17,65.87999725341797,66.63999938964844,65.75,65.95999908447266,53.64508056640625,5500
2007-01-18,65.95999908447266,66.20999908447266,63.310001373291016,63.310001373291016,51.489845275878906,11200
2007-01-19,63.45000076293945,66.31999969482422,63.45000076293945,66.01999664,53.69388198852539,25400
2007-01-22,66.19000244140625,66.45999908447266,65.27999877929688,65.51999664,53.28721618652344,15500
2007-01-23,64.76999664,66.12000274658203,64.5,65.97000122070312,53.65321350097656,12000
2007-01-24,65.80000305175781,66.73999786376953,65.80000305175781,66.01000213623047,53.68574523925781,10500
2007-01-25,66.12999725341797,66.48999786376953,63.599998474121094,64.09999847,52.132354736328125,9800
2007-01-26,63.959999084472656,64.84999847,63.599998474121094,64.77999877929688,52.685394287109375,5000
2007-01-29,64.80000305175781,65.13999938964844,64.01000213623047,64.01000213623047,52.05915832519531,15800
2007-01-30,64.02999877929688,64.27999877929688,63.25999832,63.75999832,51.85583496,8100
2007-01-31,63.40999984741211,63.40999984741211,62.369998931884766,62.74000168,51.02626037597656,20200
2007-02-01,62.79999923706055,63.36000061035156,62.16999816894531,63.02000045776367,51.25400161743164,10500
2007-02-02,62.61000061035156,63.20000076293945,61.61000061035156,61.95000076293945,50.38376998901367,9500
2007-02-05,61.90999984741211,61.90999984741211,58.79999923706055,58.939998626708984,47.93572998046875,31000
2007-02-06,59.11000061035156,59.56999969482422,57.49000168,57.74000168,46.95977783203125,27100
2007-02-07,57.130001068115234,58.49000168,57.130001068115234,57.849998474121094,47.25383377075195,24500
2007-02-08,57.75,57.99000168,57.29999923706055,57.849998474121094,47.25383377075195,18300
2007-02-09,57.83000183105469,58.040000915527344,57.47999954223633,58.040000915527344,47.40904235839844,15600
2007-02-12,58.24000168,59.900001525878906,57.25,59.900001525878906,48.92835998535156,23300
2007-02-13,59.91999816894531,60.93000030517578,59.72999954223633,60.349998474121094,49.295921325683594,11800
2007-02-14,60.099998474121094,60.15999984741211,58.810001373291016,58.91999816894531,48.12785720825195,14100
2007-02-15,59.290000915527344,60.650001525878906,58.900001525878906,59.970001220703125,48.985530853271484,19000
2007-02-16,60.119998931884766,60.49000168,59.470001220703125,59.49000168,48.593448638916016,8900
2007-02-20,58.95000076293945,61,58.95000076293945,60.439998626708984,49.369449615478516,10000
2007-02-21,60.04999923706055,62,59.959999084472656,62,50.643707275390625,8000
2007-02-22,62.029998779296875,62.029998779296875,60.06999969482422,61.790000915527344,50.472171783447266,14700
2007-02-23,61.43000030517578,61.61000061035156,59.43000030517578,59.810001373291016,48.854854583740234,11000
2007-02-26,60.279998779296875,60.279998779296875,57,58.459999084472656,47.75210952758789,14600
2007-02-27,58,58.11000061035156,52.619998931884766,52.86000061035156,43.17783737182617,41900
2007-02-28,54.11000061035156,59.08000183105469,53.95000076293945,58.529998779296875,47.809295654296875,44300
2007-03-01,54.93000030517578,59.5,54.86000061035156,59.06999969482422,48.25037384033203,18800
2007-03-02,59.88999938964844,59.959999084472656,56.81999969482422,57.11000061035156,46.649375915527344,17700
2007-03-05,56.70000076293945,57.63999938964844,56.650001525878906,56.709999084472656,46.32263946533203,9900
2007-03-06,57.459999084472656,59.599998474121094,56.779998779296875,58.91999816894531,48.12785720825195,22000
2007-03-07,59,59.5,57.709999084472656,57.709999084472656,47.13948440551758,16000
2007-03-08,57.130001068115234,58.41999816894531,55.88999938964844,56.099998474121094,45.82439041137695,18700
2007-03-09,56.02000045776367,58.20000076293945,56.02000045776367,57.970001220703125,47.351863861083984,15100
2007-03-12,58.00999832,60.20000076293945,58.00999832,60.20000076293945,49.173404693603516,17600
2007-03-13,60,60,57.43000030517578,57.43000030517578,46.91078186035156,21500
2007-03-14,57,59,56.849998474121094,57.880001068115234,47.27834701538086,6900
2007-03-15,57.970001220703125,58.650001525878906,57.970001220703125,58.650001525878906,47.907310485839844,10600
2007-03-16,58.560001373291016,58.560001373291016,56.529998779296875,56.880001068115234,46.46152114868164,37600
2007-03-19,56.630001068115234,57.52000045776367,56.119998931884766,56.43000030517578,46.093929290771484,10600
2007-03-20,56.689998626708984,57.83000183105469,56.689998626708984,57.61000061035156,47.05781936645508,7900
2007-03-21,57.79999923706055,59,57.41999816894531,58.83000183105469,48.05434036254883,12000
2007-03-22,59.439998626708984,59.459999084472656,57.02000045776367,59.18000030517578,48.34022903442383,20500
2007-03-23,58.84000015258789,59.13999938964844,57.00999832,57.72999954223633,47.155818939208984,21500
2007-03-26,57.560001373291016,58.900001525878906,57,58.900001525878906,48.11153030395508,12900
2007-03-27,58.50999832,58.790000915527344,58.09000015258789,58.49000168,47.77662277,10900
2007-03-28,57.959999084472656,58.36000061035156,57.099998474121094,57.5,46.967933654785156,8400
2007-03-29,57.849998474121094,58.18000030517578,56.130001068115234,56.689998626708984,46.30631637573242,10900
2007-03-30,56.91999816894531,57.369998931884766,56.24000168,56.630001068115234,46.25730514526367,15100
2007-04-02,56.45000076293945,57.79999923706055,56.45000076293945,57.33000183105469,46.829105377197266,10300
2007-04-03,57.75999832,57.99000168,56.540000915527344,56.54999923706055,46.191978454589844,17400
2007-04-04,56.54999923706055,58.13999938964844,56.54999923706055,57.18000030517578,46.70655441,9900
2007-04-05,57.459999084472656,58.09000015258789,57.099998474121094,57.31999969482422,46.82093048095703,5300
2007-04-09,57.77000045776367,57.91999816894531,56.50999832,56.50999832,46.15928649902344,13300
2007-04-10,56.400001525878906,57.5,56.310001373291016,56.63999938964844,46.26546859741211,9000
2007-04-11,56.540000915527344,57.27000045776367,56,56.09000015258789,45.816226959228516,24900
2007-04-12,56.099998474121094,56.709999084472656,56.099998474121094,56.65999984741211,46.281803131103516,23000
2007-04-13,56.38999938964844,57,56.20000076293945,56.75,46.35532760620117,9800
2007-04-16,56.939998626708984,57.900001525878906,56.709999084472656,57.68000030517578,47.11498260498047,24000
2007-04-17,58.25,58.5,56.52000045776367,56.91999816894531,46.494197845458984,21900
2007-04-18,57,57.459999084472656,56.5,57.15999984741211,46.69021987915039,22200
2007-04-19,56.560001373291016,57.29999923706055,56.52000045776367,56.650001525878906,46.27363967895508,12000
2007-04-20,57.81999969482422,57.81999969482422,57.25999832,57.58000183105469,47.03329849243164,11400
2007-04-23,57.25,57.66999816894531,56.66999816894531,57.18000030517578,46.70655441,12500
2007-04-24,57.61000061035156,57.689998626708984,56.529998779296875,56.75,46.35532760620117,17300
2007-04-25,57.33000183105469,57.599998474121094,56.290000915527344,56.5,46.15112305,25800
2007-04-26,57,57.56999969482422,56.560001373291016,57.209999084472656,46.731075286865234,22600
2007-04-27,57.599998474121094,57.619998931884766,56.790000915527344,57.25999832,46.77191162109375,17700
2007-04-30,57.400001525878906,57.709999084472656,55.08000183105469,55.220001220703125,45.10556411743164,38800
2007-05-01,55.84000015258789,56.15999984741211,55.599998474121094,56.06999969482422,45.79989242553711,16200
2007-05-02,56.31999969482422,56.83000183105469,55.810001373291016,56.29999923706055,45.987735748291016,9400
2007-05-03,56.459999084472656,56.68000030517578,55.70000076293945,56.58000183105469,46.21646499633789,25800
2007-05-04,56.59000015258789,56.779998779296875,55.99000168,56.45000076293945,46.11028289794922,11100
2007-05-07,55.77000045776367,56.029998779296875,55.02000045776367,55.119998931884766,45.02387237548828,23000
2007-05-08,55.29999923706055,55.29999923706055,54,54.630001068115234,44.62363815307617,28000
2007-05-09,54.16999816894531,54.599998474121094,54.06999969482422,54.36000061035156,44.60722732543945,15200
2007-05-10,54.45000076293945,54.63999938964844,52.5,52.5,43.08092117,27200
2007-05-11,52.900001525878906,53,52.310001373291016,52.900001525878906,43.409156799316406,23400
2007-05-14,52.900001525878906,52.900001525878906,51.470001220703125,51.54999923706055,42.30136489868164,15900
2007-05-15,51.709999084472656,53.880001068115234,51.15999984741211,51.77000045776367,42.481903076171875,35000
2007-05-16,52.95000076293945,52.95000076293945,51.5,52.74000168,43.27785873413086,18600
2007-05-17,52.939998626708984,53.119998931884766,51.79999923706055,53.119998931884766,43.58969497680664,24200
2007-05-18,53.36000061035156,55.189998626708984,52.84000015258789,54.66999816894531,44.86161422729492,26900
2007-05-21,54.95000076293945,55.220001220703125,54.34000015258789,54.619998931884766,44.82057571411133,18300
2007-05-22,54.93000030517578,55.74000168,54.72999954223633,55.099998474121094,45.214454650878906,17500
2007-05-23,55.65999984741211,55.65999984741211,55.24000168,55.49000168,45.53450012207031,13600
2007-05-24,55.209999084472656,55.849998474121094,54.56999969482422,55.24000168,45.3293457,17200
2007-05-25,55.59000015258789,55.59000015258789,54.25,54.25,44.51696777,15300
2007-05-29,54.84000015258789,55.849998474121094,54.099998474121094,55.779998779296875,45.77246094,11600
2007-05-30,55.95000076293945,56,55.24000168,55.63999938964844,45.65757369995117,15200
2007-05-31,56.08000183105469,56.900001525878906,54.75,55.36000061035156,45.42782974243164,17100
2007-06-01,55.84000015258789,55.99000168,54.13999938964844,55.29999923706055,45.37858963012695,10700
2007-06-04,55,55.709999084472656,54.540000915527344,55.34000015258789,45.411415100097656,17700
2007-06-05,54.72999954223633,55.65999984741211,54.72999954223633,55.349998474121094,45.41961669921875,16300
2007-06-06,55.63999938964844,55.63999938964844,53.709999084472656,54.65999984741211,44.85340881347656,11800
2007-06-07,54.18000030517578,55.18000030517578,53.34000015258789,53.970001220703125,44.287200927734375,16600
2007-06-08,53.88999938964844,54.540000915527344,53.70000076293945,53.72999954223633,44.09026336669922,8100
2007-06-11,54.16999816894531,54.16999816894531,53.63999938964844,53.72999954223633,44.09026336669922,7400
2007-06-12,53.630001068115234,53.99000168,52.68000030517578,52.68000030517578,43.22864532470703,15600
2007-06-13,53.08000183105469,53.18000030517578,52.52000045776367,52.65999984741211,43.212223052978516,11700
2007-06-14,52.5,53.02000045776367,51.650001525878906,51.650001525878906,42.383426666259766,25400
