,date,price,1d,2d,3d,4d,5d
0,2007-02-12,65.46,65.70137786865234,65.55165100097656,66.25714111328125,66.28114318847656,66.1012954711914
1,2007-02-13,65.38,65.89928436279297,66.3642578125,66.80262756347656,66.29163360595703,66.03441619873047
2,2007-02-14,65.85,66.17700958251953,65.98971557617188,65.79913330078125,65.31914520263672,65.17847442626953
3,2007-02-15,65.79,66.03006744384766,65.48059844970703,65.53399658203125,65.5634994506836,65.91525268554688
4,2007-02-16,65.51,65.53201293945312,65.2967300415039,65.44255828857422,65.21660614013672,65.37527465820312
5,2007-02-20,65.46,65.27930450439453,65.4140396118164,65.58880615234375,65.42283630371094,65.3944091796875
6,2007-02-21,65.0,65.04407501220703,65.02337646484375,65.24230194091797,64.73036193847656,64.68901824951172
7,2007-02-22,64.78,64.72879791259766,64.66627502441406,64.60774230957031,63.84749984741211,63.9442253112793
8,2007-02-23,64.15,64.10388946533203,63.6107177734375,63.14399337768555,62.31972885131836,62.46057891845703
9,2007-02-26,64.3,63.49675750732422,62.80583190917969,62.75993728637695,63.03386688232422,62.89585876464844
10,2007-02-27,63.05,62.51995468139648,62.26310348510742,61.8179931640625,62.21495819091797,62.33705520629883
11,2007-02-28,62.93,62.49143600463867,62.9410400390625,62.69709014892578,63.78969192504883,64.1100082397461
12,2007-03-01,62.45,63.36524200439453,63.95674133300781,63.96845245361328,64.40789031982422,64.28601837158203
13,2007-03-02,61.95,62.70767974853516,63.13764190673828,63.0689811706543,63.98313903808594,63.447296142578125
14,2007-03-05,61.83,62.10222244262695,62.53062438964844,62.54937744140625,63.44224548339844,63.126502990722656
15,2007-03-06,61.7,61.91326141357422,62.00488662719727,62.142913818359375,62.28999710083008,62.13494110107422
16,2007-03-07,61.86,61.564186096191406,61.98440933227539,62.12179946899414,62.34033966064453,62.39619827270508
17,2007-03-08,61.72,61.58024215698242,61.74258804321289,61.46202087402344,61.554569244384766,61.40032577514648
18,2007-03-09,62.14,62.37289047241211,62.28512954711914,62.31123352050781,62.20389175415039,62.565711975097656
19,2007-03-12,61.79,61.83401107788086,61.95044708251953,61.90444946289063,62.0966682434082,62.50005722045898
20,2007-03-13,60.77,60.5356559753418,60.28272247314453,60.14374542236328,61.12487411499024,61.47381210327149
21,2007-03-14,60.71,61.01127624511719,60.70817947387695,60.905067443847656,61.80086517333984,62.11281204223633
22,2007-03-15,60.53,61.41145324707031,61.19684982299805,61.52585983276367,62.02624130249024,62.4908447265625
23,2007-03-16,60.51,61.81322860717773,62.53485870361328,62.719871520996094,63.413970947265625,63.74168395996094
24,2007-03-19,60.73,61.95158386230469,62.48019409179688,62.55300521850586,63.33190155029297,63.44535446166992
25,2007-03-20,61.07,62.0712890625,62.179969787597656,62.49728012084961,62.83457565307617,62.78584671020508
26,2007-03-21,61.22,62.331241607666016,62.54513168334961,62.79579162597656,63.01312255859375,62.82885360717773
27,2007-03-22,60.86,62.05040740966797,62.4502182006836,62.4771842956543,62.925575256347656,62.4910888671875
28,2007-03-23,60.51,61.61801528930664,62.00110626220703,61.335845947265625,62.10199737548828,62.044551849365234
29,2007-03-26,60.25,60.56446838378906,60.32715606689453,59.26497268676758,59.131980895996094,59.216793060302734
30,2007-03-27,60.03,60.22191619873047,59.41129302978516,59.020164489746094,58.53409576416016,57.87016296386719
31,2007-03-28,60.0,59.64634704589844,59.46942901611328,59.78361892700195,59.45919418334961,59.953861236572266
32,2007-03-29,60.34,60.42106246948242,60.28320693969727,60.647010803222656,60.40373229980469,60.40782928466797
33,2007-03-30,60.26,60.057918548583984,59.754337310791016,60.38789749145508,60.31660461425781,60.01268768310547
34,2007-04-02,60.1,59.79820251464844,59.7405891418457,60.25852966308594,60.4092025756836,59.802001953125
35,2007-04-03,60.64,60.49925231933594,60.79831314086914,60.84041976928711,60.95780563354492,60.84531784057617
36,2007-04-04,61.29,60.8094482421875,61.11262130737305,60.9713249206543,60.6231803894043,61.13578414916992
37,2007-04-05,61.55,61.64039993286133,61.48591232299805,61.41717147827149,61.33239364624024,61.6220932006836
38,2007-04-09,61.63,61.677093505859375,61.46083450317383,61.782371520996094,62.01416015625,62.255165100097656
39,2007-04-10,61.67,61.59366607666016,61.78592300415039,62.250484466552734,62.448612213134766,62.53996658325195
40,2007-04-11,61.89,62.02165603637695,62.14726638793945,62.52584838867188,62.61404037475586,62.76891708374024
41,2007-04-12,61.92,62.03094482421875,62.34808349609375,62.34446716308594,62.30630111694336,62.24452209472656
42,2007-04-13,62.35,62.12971878051758,62.41783905029297,62.5760498046875,62.60720443725586,61.9999885559082
43,2007-04-16,63.02,62.813568115234375,62.779903411865234,62.61167144775391,62.52305221557617,62.4776725769043
44,2007-04-17,64.55,63.73110580444336,63.76155090332031,63.69402313232422,63.68093490600586,64.01138305664062
45,2007-04-18,64.43,64.11395263671875,64.09090423583984,64.15953826904297,64.00594329833984,64.31581115722656
46,2007-04-19,64.94,64.10603332519531,64.3501205444336,63.94985580444336,63.22958755493164,63.743934631347656
47,2007-04-20,65.12,65.03362274169922,65.2550277709961,64.71363830566406,64.6802749633789,65.2062759399414
48,2007-04-23,64.75,64.82540893554688,64.94549560546875,64.39521026611328,64.67325592041016,65.06532287597656
49,2007-04-24,64.49,64.27039337158203,64.16410064697266,63.62416458129883,63.742408752441406,64.14926147460938
50,2007-04-25,64.68,64.5655517578125,64.81228637695312,64.66472625732422,65.05232238769531,65.12471008300781
51,2007-04-26,64.24,64.45038604736328,64.49942016601562,64.39657592773438,65.01910400390625,64.91683197021484
