,date,price,1d,2d,3d,4d,5d
0,2007-02-12,59.9,58.82829666137695,59.27031326293945,59.043235778808594,61.06184387207031,60.635719299316406
1,2007-02-13,60.35,61.83024597167969,62.18613052368164,61.986793518066406,62.1600456237793,62.299537658691406
2,2007-02-14,58.92,59.30621719360352,58.0293197631836,58.373291015625,58.94709396362305,59.1336669921875
3,2007-02-15,59.97,58.41072082519531,58.43394088745117,60.76953506469727,60.7657585144043,61.58283233642578
4,2007-02-16,59.49,58.46244430541992,58.4795150756836,60.438209533691406,59.962921142578125,60.69723892211914
5,2007-02-20,60.44,60.327735900878906,61.53684997558594,64.08853912353516,64.58273315429688,65.25157928466797
6,2007-02-21,62.0,62.645606994628906,64.27762603759766,65.39311218261719,64.5305404663086,64.84827423095703
7,2007-02-22,61.79,63.593868255615234,64.5820083618164,65.14425659179688,63.86904525756836,63.35341644287109
8,2007-02-23,59.81,62.92351150512695,65.08160400390625,64.7878646850586,65.0467529296875,67.0137939453125
9,2007-02-26,58.46,59.93655014038086,61.089393615722656,63.47381210327149,65.84223175048828,66.30489349365234
10,2007-02-27,52.86,58.46544647216797,59.664093017578125,57.9018783569336,62.972633361816406,64.51731872558594
11,2007-02-28,58.53,57.48887634277344,57.90082550048828,61.092891693115234,63.75772857666016,62.83189010620117
12,2007-03-01,59.07,58.681922912597656,58.33930587768555,57.34135818481445,58.44760894775391,60.0487174987793
13,2007-03-02,57.11,57.79130172729492,58.18959426879883,57.6630744934082,58.0872917175293,59.65629577636719
14,2007-03-05,56.71,58.303977966308594,59.23609924316406,60.71157455444336,61.23599624633789,63.0355224609375
15,2007-03-06,58.92,59.56821441650391,60.04503631591797,59.37514114379883,61.37249755859375,61.73633575439453
16,2007-03-07,57.71,57.65734100341797,57.49795913696289,58.473052978515625,57.894676208496094,56.81063079833984
17,2007-03-08,56.1,56.80691146850586,55.6205940246582,56.157005310058594,56.71318817138672,57.13041305541992
18,2007-03-09,57.97,57.57057571411133,58.51006317138672,59.72174835205078,60.241493225097656,61.21876907348633
19,2007-03-12,60.2,59.86490249633789,61.93481063842773,62.89511489868164,62.17036819458008,60.311519622802734
20,2007-03-13,57.43,59.88789749145508,61.18291473388672,60.25823593139648,59.93829727172852,57.99237060546875
21,2007-03-14,57.88,60.56040191650391,60.27460861206055,58.42756652832031,57.82791519165039,57.92519378662109
22,2007-03-15,58.65,58.1766357421875,57.200340270996094,56.94914627075195,55.9434700012207,56.27864837646485
23,2007-03-16,56.88,57.22130584716797,55.4780502319336,54.23283386230469,55.18017578125,58.01890563964844
24,2007-03-19,56.43,56.61513137817383,56.581817626953125,54.87290191650391,56.497440338134766,58.47343063354492
25,2007-03-20,57.61,57.64095687866211,59.05918502807617,59.29538345336914,59.54247283935547,58.39048385620117
26,2007-03-21,58.83,59.49070358276367,60.548465728759766,60.16796875,58.93435287475586,59.29242706298828
27,2007-03-22,59.18,58.23662185668945,60.245338439941406,58.71342086791992,59.97762680053711,61.57933807373047
28,2007-03-23,57.73,57.44675827026367,56.943355560302734,57.94789123535156,57.84831237792969,57.13273620605469
29,2007-03-26,58.9,59.111289978027344,60.01781845092773,59.623077392578125,59.896610260009766,58.75729751586914
30,2007-03-27,58.49,58.91598510742188,59.88633728027344,58.66961288452149,59.575801849365234,58.949344635009766
31,2007-03-28,57.5,56.649662017822266,57.22373962402344,57.86691665649414,58.14879989624024,57.63368606567383
32,2007-03-29,56.69,54.03842544555664,54.06037521362305,52.92763137817383,53.1449089050293,50.66773223876953
33,2007-03-30,56.63,57.18902587890625,56.39080047607422,56.96618270874024,57.77763366699219,57.0709342956543
34,2007-04-02,57.33,55.71310043334961,54.30634307861328,55.7542839050293,57.27604293823242,54.22212219238281
35,2007-04-03,56.55,55.74132537841797,55.15616989135742,56.32637023925781,55.81798553466797,55.62353897094727
36,2007-04-04,57.18,53.14689254760742,55.796146392822266,57.20638275146485,58.17105102539063,54.51652526855469
37,2007-04-05,57.32,55.36323165893555,54.31539535522461,54.19244003295898,51.95363235473633,53.43717193603516
38,2007-04-09,56.51,56.93785095214844,56.28584289550781,56.16485977172852,56.02947235107422,56.507957458496094
39,2007-04-10,56.64,54.70926284790039,55.58964538574219,54.9604377746582,56.42341232299805,55.76046752929688
40,2007-04-11,56.09,55.25872039794922,55.57526779174805,55.83512496948242,55.64217758178711,56.41769027709961
41,2007-04-12,56.66,56.50152969360352,56.22610855102539,56.00076675415039,55.1374626159668,53.6761474609375
42,2007-04-13,56.75,54.60781478881836,52.98677062988281,52.570011138916016,52.48687744140625,53.52222442626953
43,2007-04-16,57.68,57.16426086425781,57.213897705078125,56.59635543823242,55.83034133911133,56.19693756103516
44,2007-04-17,56.92,56.491485595703125,55.39838409423828,55.40343475341797,56.349342346191406,55.80045700073242
45,2007-04-18,57.16,55.901512145996094,56.09944534301758,56.56315994262695,57.189640045166016,57.44083404541016
46,2007-04-19,56.65,56.38672637939453,55.939414978027344,56.05336380004883,56.60530853271485,57.04135894775391
47,2007-04-20,57.58,57.13778305053711,57.19484329223633,57.51980209350586,57.40734100341797,56.3647689819336
48,2007-04-23,57.18,57.61520004272461,57.77775573730469,57.59405517578125,57.871055603027344,57.30927276611328
49,2007-04-24,56.75,56.7957878112793,56.14287185668945,56.32783889770508,56.42473983764648,56.465946197509766
50,2007-04-25,56.5,55.53816223144531,54.95354461669922,55.34999847412109,55.0865478515625,54.03387069702149
51,2007-04-26,57.21,57.35042953491211,57.246768951416016,57.0455436706543,56.46860885620117,56.235965728759766
