,date,price,1d,2d,3d,4d,5d
0,2007-02-12,28.94,29.664690017700195,29.85420227050781,30.19126510620117,29.94535446166992,29.51618003845215
1,2007-02-13,29.01,29.847373962402344,30.080345153808597,30.30901527404785,30.0938720703125,29.851701736450195
2,2007-02-14,29.4,29.785934448242188,29.514062881469727,29.65168571472168,29.800928115844727,29.385896682739254
3,2007-02-15,29.46,28.786680221557617,28.107181549072266,28.33380699157715,28.164159774780277,28.32058525085449
4,2007-02-16,28.74,28.76378631591797,28.572248458862305,28.768978118896484,28.787694931030277,28.86233139038086
5,2007-02-20,28.83,28.435081481933597,28.49346160888672,28.61582374572754,28.69215583801269,29.072101593017575
6,2007-02-21,29.35,29.022533416748047,29.18743324279785,29.404815673828125,29.367021560668945,29.52464485168457
7,2007-02-22,29.39,29.477901458740234,29.63255500793457,29.949846267700195,29.77900505065918,29.9436149597168
8,2007-02-23,28.9,29.45265769958496,29.79917907714844,29.99300765991211,30.012149810791016,30.005327224731445
9,2007-02-26,29.07,29.69902992248535,29.35088157653809,29.260257720947266,29.336183547973636,29.51687240600586
10,2007-02-27,27.87,29.3634090423584,29.20050621032715,30.00533103942871,30.450618743896484,30.725982666015625
11,2007-02-28,28.17,29.3050479888916,29.74957656860352,29.472461700439453,30.74234962463379,30.13040542602539
12,2007-03-01,28.09,29.192726135253903,29.354047775268555,29.51449203491211,30.24043083190918,30.67020034790039
13,2007-03-02,27.76,28.224395751953125,28.37209701538086,28.1959285736084,29.03689384460449,29.682207107543945
14,2007-03-05,27.55,27.08910179138184,26.553165435791016,26.931537628173828,27.7666072845459,27.84694099426269
15,2007-03-06,27.83,27.736970901489254,27.94782066345215,28.33415985107422,28.60931396484375,28.349794387817383
16,2007-03-07,27.61,27.327980041503903,27.54716682434082,27.272628784179688,27.048830032348636,26.77484703063965
17,2007-03-08,27.32,27.464826583862305,27.416223526000977,26.691150665283203,26.212491989135746,25.738204956054688
18,2007-03-09,27.29,27.63699150085449,27.580028533935547,27.68018913269043,27.62534523010254,27.192232131958008
19,2007-03-12,27.44,27.34381675720215,27.247180938720703,27.180225372314453,27.36144256591797,27.49879264831543
20,2007-03-13,26.72,26.152952194213867,26.77501678466797,25.761079788208008,27.361459732055664,27.277097702026367
21,2007-03-14,27.4,27.376428604125977,27.552120208740234,27.30777359008789,28.08143615722656,28.194486618041992
22,2007-03-15,27.28,27.115047454833984,26.84359169006348,27.054466247558597,27.03223419189453,26.958181381225582
23,2007-03-16,27.33,27.430707931518555,27.853254318237305,27.61959457397461,27.649311065673828,28.169097900390625
24,2007-03-19,27.83,27.86771583557129,27.735326766967773,27.718772888183597,27.922025680541992,28.052282333374023
25,2007-03-20,27.84,28.5554256439209,28.835777282714844,29.36420440673828,29.57427978515625,29.439640045166016
26,2007-03-21,28.52,28.481908798217773,28.979204177856445,29.053970336914062,28.80257797241211,28.885766983032227
27,2007-03-22,28.27,28.32159805297852,28.542879104614254,28.80331420898437,28.976356506347656,29.15558433532715
28,2007-03-23,28.02,28.290424346923828,28.504478454589844,28.889617919921875,28.86043930053711,28.98804473876953
29,2007-03-26,28.22,28.402908325195312,28.88825416564941,29.22321128845215,29.20609664916992,29.131084442138672
30,2007-03-27,27.72,28.029203414916992,28.789995193481445,29.20109748840332,29.23465156555176,29.07259750366211
31,2007-03-28,27.64,28.19306945800781,28.752031326293945,28.66609764099121,28.96295547485352,28.779603958129883
32,2007-03-29,27.75,28.260272979736328,28.386186599731445,28.852245330810547,29.11097526550293,28.575815200805664
33,2007-03-30,27.87,28.08397674560547,28.32508087158203,28.379228591918945,28.484588623046875,27.884490966796875
34,2007-04-02,27.74,27.8042106628418,28.117834091186523,28.233274459838867,28.36880874633789,28.42397689819336
35,2007-04-03,27.87,28.100807189941406,28.135826110839844,28.376148223876957,28.324073791503903,28.27992248535156
36,2007-04-04,28.5,28.21679306030273,27.983966827392575,27.8559513092041,27.98296165466309,28.063013076782227
37,2007-04-05,28.55,28.62210273742676,28.837871551513672,28.697641372680664,28.776220321655277,28.95058250427246
38,2007-04-09,28.57,28.667844772338867,28.71178436279297,28.52410125732422,28.536666870117188,28.801664352416992
39,2007-04-10,28.4,28.50556945800781,28.537250518798828,28.33476448059082,28.417762756347656,28.58110809326172
40,2007-04-11,28.11,28.352357864379883,28.46497917175293,28.350845336914062,28.41587257385254,28.536022186279297
41,2007-04-12,28.54,28.80307960510254,28.981201171875,28.91944122314453,28.986980438232425,28.998443603515625
42,2007-04-13,28.61,29.03464698791504,29.192426681518555,29.124900817871094,29.13849449157715,29.138185501098636
43,2007-04-16,28.73,29.07047843933105,29.175764083862305,29.052845001220703,29.018529891967773,29.07127571105957
44,2007-04-17,28.85,28.86130142211914,29.06743049621582,29.068960189819336,29.147390365600582,29.414627075195312
45,2007-04-18,28.6,28.58391761779785,28.590442657470703,28.580402374267575,28.665149688720703,28.691137313842773
46,2007-04-19,28.69,28.53761100769043,28.36771583557129,28.48450088500977,28.42810821533203,28.02572631835937
47,2007-04-20,29.02,28.985689163208008,28.99180793762207,28.73690223693848,28.46595001220703,28.381324768066406
48,2007-04-23,28.78,28.95375633239746,28.883424758911133,28.54412078857422,28.32745742797852,28.28415298461914
49,2007-04-24,28.79,28.64146423339844,28.597204208374023,28.370880126953125,28.056156158447266,28.14533042907715
50,2007-04-25,28.99,28.646095275878903,28.57087516784668,28.30660820007324,28.089675903320312,28.247926712036133
51,2007-04-26,29.1,29.12964630126953,29.09249496459961,29.05565643310547,29.078123092651367,29.00044631958008
52,2007-04-27,30.12,29.99880599975586,30.089996337890625,30.03826904296875,30.153106689453125,30.20178604125977
53,2007-04-30,29.94,30.139787673950195,30.237741470336918,30.152667999267575,30.226482391357425,30.27207374572754
54,2007-05-01,30.4,30.36327362060547,30.28715133666992,30.227487564086918,30.09797477722168,30.035449981689453
55,2007-05-02,30.61,30.64499282836914,30.59507942199707,30.530420303344727,30.572853088378903,30.589038848876957
56,2007-05-03,30.97,30.971973419189453,30.984519958496094,31.123788833618164,31.19707679748535,31.406612396240234
57,2007-05-04,30.56,30.65889549255371,30.739707946777344,30.731054306030277,30.940475463867188,31.118539810180664
58,2007-05-07,30.71,30.767452239990234,30.97795867919922,31.16921615600586,31.497482299804688,31.586971282958984
59,2007-05-08,30.75,30.811229705810547,31.133699417114254,31.28722381591797,31.476789474487305,31.61519432067871
60,2007-05-09,30.78,31.154937744140625,31.584640502929688,31.590368270874023,31.44364356994629,31.50697135925293
61,2007-05-10,30.58,31.0443172454834,31.47515869140625,31.47871971130371,32.01264572143555,31.804521560668945
62,2007-05-11,30.89,30.902559280395508,30.905044555664062,30.669937133789062,30.990699768066406,30.942333221435547
63,2007-05-14,30.97,31.077123641967773,30.88451194763184,30.86268424987793,31.05892944335937,30.814701080322266
64,2007-05-15,30.9,31.04303932189941,30.88064765930176,30.73604393005371,31.035663604736328,30.687185287475582
65,2007-05-16,31.07,30.916427612304688,31.044384002685547,30.727170944213867,30.673429489135746,30.6058292388916
66,2007-05-17,30.98,31.457517623901367,31.4693603515625,31.484119415283203,31.46916961669922,31.2586669921875
67,2007-05-18,30.83,31.252145767211918,31.10393524169922,30.965478897094727,30.811437606811523,30.590131759643555
68,2007-05-21,31.05,31.080663681030277,31.141063690185547,30.906339645385746,30.569873809814453,30.60367584228516
69,2007-05-22,30.69,30.782716751098636,30.778865814208984,30.77656936645508,30.53709983825684,30.47665786743164
70,2007-05-23,30.58,30.67639923095703,30.679075241088867,30.713712692260746,31.044551849365234,31.08305931091309
71,2007-05-24,30.17,30.08531951904297,30.67881393432617,31.152130126953125,31.656326293945312,31.282978057861328
72,2007-05-25,30.48,30.49396514892578,31.06715965270996,31.312843322753903,31.547082901000977,31.32956314086914
73,2007-05-29,30.79,30.82903289794922,31.210662841796875,31.748022079467773,31.7587890625,31.12093544006348
