,date,price,1d,2d,3d,4d,5d
0,2007-02-12,2450.38,2463.8076171875,2476.106689453125,2464.79833984375,2455.121826171875,2454.511474609375
1,2007-02-13,2459.88,2471.993408203125,2488.05029296875,2496.658447265625,2495.279541015625,2485.65087890625
2,2007-02-14,2488.38,2473.41162109375,2473.64794921875,2454.25439453125,2464.584228515625,2456.996826171875
3,2007-02-15,2497.1,2491.396728515625,2476.269775390625,2454.04052734375,2453.749267578125,2453.339111328125
4,2007-02-16,2496.31,2508.36376953125,2509.774658203125,2503.59228515625,2497.200439453125,2497.140869140625
5,2007-02-20,2513.04,2513.97412109375,2523.804931640625,2526.494140625,2520.327880859375,2522.619140625
6,2007-02-21,2518.42,2519.818115234375,2498.699462890625,2504.5078125,2512.897705078125,2500.75341796875
7,2007-02-22,2524.94,2516.59423828125,2510.317138671875,2502.0029296875,2505.65576171875,2507.77685546875
8,2007-02-23,2515.1,2499.95849609375,2487.72314453125,2487.14501953125,2482.697509765625,2480.140380859375
9,2007-02-26,2504.52,2490.049560546875,2473.2177734375,2454.091796875,2454.152099609375,2476.666748046875
10,2007-02-27,2407.86,2443.974365234375,2425.18994140625,2426.903076171875,2416.466552734375,2421.01416015625
11,2007-02-28,2416.15,2417.822509765625,2399.44189453125,2384.05712890625,2384.008056640625,2370.042724609375
12,2007-03-01,2404.21,2361.785888671875,2386.949462890625,2406.47607421875,2405.079833984375,2417.330810546875
13,2007-03-02,2368.0,2335.6806640625,2380.56396484375,2376.23095703125,2394.229248046875,2398.630859375
14,2007-03-05,2340.68,2338.1416015625,2363.3330078125,2379.4775390625,2393.9755859375,2400.0537109375
15,2007-03-06,2385.14,2364.4384765625,2388.17138671875,2393.35009765625,2377.63916015625,2333.38427734375
16,2007-03-07,2374.64,2387.890869140625,2418.515869140625,2384.196044921875,2358.138671875,2387.359375
17,2007-03-08,2387.73,2406.053466796875,2384.18603515625,2350.46044921875,2345.844970703125,2365.071533203125
18,2007-03-09,2387.55,2410.40771484375,2379.69140625,2381.8583984375,2384.07373046875,2353.09716796875
19,2007-03-12,2402.29,2381.907470703125,2379.897705078125,2381.849365234375,2383.984619140625,2387.41650390625
20,2007-03-13,2350.57,2402.5478515625,2391.772705078125,2401.375732421875,2415.134765625,2406.82275390625
21,2007-03-14,2371.74,2316.2939453125,2314.56689453125,2332.003662109375,2366.318359375,2390.026123046875
22,2007-03-15,2378.7,2359.48974609375,2390.410888671875,2411.496826171875,2446.43603515625,2458.853515625
23,2007-03-16,2372.66,2396.576904296875,2434.1484375,2456.589599609375,2474.895263671875,2506.1201171875
24,2007-03-19,2394.41,2441.64111328125,2452.679443359375,2473.559814453125,2480.65380859375,2486.1748046875
25,2007-03-20,2408.21,2437.81982421875,2455.46337890625,2503.518310546875,2499.722412109375,2517.051025390625
26,2007-03-21,2455.92,2444.96484375,2456.958740234375,2468.86572265625,2455.5966796875,2459.94970703125
27,2007-03-22,2451.74,2466.8017578125,2473.41796875,2459.71875,2466.785888671875,2486.32568359375
28,2007-03-23,2448.93,2478.0673828125,2471.881591796875,2473.590087890625,2453.756103515625,2458.910400390625
29,2007-03-26,2455.63,2443.159423828125,2434.33837890625,2431.360595703125,2438.39794921875,2444.548095703125
30,2007-03-27,2437.43,2439.838623046875,2450.706298828125,2438.43798828125,2448.658203125,2454.504638671875
31,2007-03-28,2417.1,2426.7236328125,2458.069091796875,2462.300048828125,2452.281982421875,2459.056884765625
32,2007-03-29,2417.88,2428.17578125,2432.17578125,2453.866943359375,2456.578369140625,2437.24072265625
33,2007-03-30,2421.64,2443.36962890625,2440.1640625,2444.080810546875,2450.002685546875,2452.48388671875
34,2007-04-02,2422.26,2456.3935546875,2469.462158203125,2471.870361328125,2478.870849609375,2495.09326171875
35,2007-04-03,2450.33,2460.820556640625,2471.4384765625,2479.1416015625,2477.8046875,2486.332763671875
36,2007-04-04,2458.69,2463.034912109375,2453.10693359375,2459.776611328125,2468.971923828125,2466.57177734375
37,2007-04-05,2471.34,2477.033203125,2473.2978515625,2468.237548828125,2479.064453125,2501.159423828125
38,2007-04-09,2469.18,2474.34423828125,2473.291259765625,2484.895751953125,2498.88720703125,2506.336669921875
39,2007-04-10,2477.61,2465.421875,2458.695556640625,2451.26123046875,2462.3583984375,2461.993408203125
40,2007-04-11,2459.31,2476.907470703125,2484.08349609375,2494.990234375,2514.05029296875,2523.650390625
41,2007-04-12,2480.32,2499.63720703125,2513.22998046875,2522.591552734375,2546.5283203125,2543.03466796875
42,2007-04-13,2491.94,2513.690673828125,2522.24169921875,2518.021728515625,2523.16015625,2526.35595703125
43,2007-04-16,2518.33,2530.984619140625,2534.6591796875,2530.658447265625,2531.475830078125,2522.8623046875
44,2007-04-17,2516.95,2522.10888671875,2519.942626953125,2513.968017578125,2517.11865234375,2526.92236328125
45,2007-04-18,2510.5,2507.34130859375,2504.849853515625,2498.4609375,2492.125,2497.780517578125
46,2007-04-19,2505.35,2497.319580078125,2495.7138671875,2504.432373046875,2498.68408203125,2499.516357421875
47,2007-04-20,2526.39,2531.88916015625,2538.45556640625,2524.442138671875,2523.603271484375,2509.60595703125
48,2007-04-23,2523.67,2535.777099609375,2550.77734375,2540.6015625,2534.61669921875,2527.37060546875
49,2007-04-24,2524.54,2533.82958984375,2538.509033203125,2524.68701171875,2508.839599609375,2514.10693359375
50,2007-04-25,2547.89,2536.790283203125,2530.92578125,2505.779541015625,2499.575927734375,2502.0537109375
51,2007-04-26,2554.46,2540.8349609375,2530.599853515625,2514.65380859375,2509.4296875,2513.4228515625
52,2007-04-27,2557.21,2554.514404296875,2548.4892578125,2544.078125,2544.323974609375,2543.052978515625
53,2007-04-30,2525.09,2549.419921875,2553.018798828125,2560.443359375,2558.23046875,2543.25537109375
54,2007-05-01,2531.53,2538.762939453125,2541.986328125,2536.895751953125,2534.0595703125,2535.4501953125
55,2007-05-02,2557.84,2554.0263671875,2559.3681640625,2557.777587890625,2547.5361328125,2545.888916015625
56,2007-05-03,2565.46,2569.99365234375,2580.80126953125,2575.25048828125,2565.84814453125,2557.763427734375
57,2007-05-04,2572.15,2588.815673828125,2591.485107421875,2593.39111328125,2586.906494140625,2576.980224609375
58,2007-05-07,2570.95,2590.580810546875,2586.560791015625,2580.354736328125,2572.357421875,2557.610107421875
59,2007-05-08,2571.75,2576.70556640625,2566.85205078125,2555.338134765625,2548.13134765625,2548.4775390625
60,2007-05-09,2576.34,2584.378662109375,2578.88037109375,2558.51318359375,2556.491455078125,2564.558349609375
