date,open,high,low,close,volume,price,1d,2d,3d,4d,5d
2007-02-12,-0.010259121161316331,-0.008173753083641988,-0.007790216433925745,0.003351817369124155,-0.44073531196215043,1.9424999952316284,-0.004989206146651992,-0.011491952337790767,-0.01202174489094987,-0.008598141174938734,-0.011854058660558664
2007-02-13,0.0015456061832289647,0.01577641807174157,0.01269283329367843,0.011770863619251726,0.1609469251951161,1.965499997138977,-0.009718214760512378,0.002856272760252576,0.01387244014256872,0.003525659804000214,-0.006480757938363557
2007-02-14,0.009733710658582972,0.01677343457867375,0.007436896380693447,0.020894390184474476,0.41369512210587445,2.006999969482422,-0.012652575250033493,-0.01148718763732115,-0.062430717880506026,-0.0331090501640966,-0.038530642196794807
2007-02-15,0.02293154314514323,0.000992602301984724,0.01822835935744116,-0.001994987450244845,-0.2920698613574544,2.003000020980835,-0.0036077155763407642,-1.7021540998918283e-05,-0.01586818275930202,-0.014337778067145202,-0.014361445282908503
2007-02-16,-0.005997001876643537,0.002971791093987486,0.0002508284258811999,0.00671726628115743,-0.0838397215572968,2.0164999961853027,0.0016842410176084455,-0.0006335794593949062,-0.004127775251784982,0.0025191073276280562,0.005865725141464551
2007-02-20,0.005747860844601216,0.031640419528704666,0.003255295591024221,0.028838760585308654,0.643348814373919,2.075500011444092,-0.016237437347009,-0.020702815211131376,-0.027168447782154992,-0.024953821589707048,-0.022552909760740536
2007-02-21,0.026071311130065222,-0.010113213603827886,0.02273948883395538,-0.006040877502206388,-0.6804909028722115,2.062999963760376,-0.002274437462176926,-0.001452831020304135,0.0035199196666563237,0.00484732594044901,0.005890957209547687
2007-02-22,0.005085350320766735,0.016322936004534272,-0.0007333535292441962,-0.006321446632678973,0.08860527655311756,2.049999952316284,0.005264010408000064,-0.0018429865408295942,-0.002599696520528272,-0.009795887079964705,-0.02483386231669804
2007-02-23,-0.009708805137453758,-0.01923134429174611,-0.0036752076468942185,-0.005380261459848823,0.10972765325603007,2.0390000343322754,0.0029246777057106987,0.0009217953700292325,0.0005151741217149786,-0.001534117559161663,-0.005879376658795676
2007-02-26,-0.003420462456899198,0.0,-0.008380606246968902,0.002449120053517717,-0.30921938640647184,2.0439999103546143,-0.012701343274278298,-0.016935954027127886,-0.03030292870436091,-0.028477012098573562,-0.02272011156428211
2007-02-27,-0.016533359237628553,-0.01614911201995617,-0.040925120300058015,-0.05144778481911627,0.7854406851486466,1.941499948501587,0.0009323633470107451,0.004012512719589467,0.005233333090663095,0.0013918424730811063,-0.01650686027849091
2007-02-28,-0.032366926419653996,-0.023965190359197974,-0.01821542226111117,0.007951853521078744,-0.14091392701916305,1.9570000171661377,-0.00944986055019692,-0.004149429390839954,-0.013830339254183643,-0.021919531927459213,-0.05657216731637116
2007-03-01,0.010481980060762286,-0.00659065080886545,-0.0007881311113207001,-0.007436896380693447,0.18566775713410522,1.9424999952316284,0.004849139945364622,-0.008633052785429807,-0.01019529436740807,-0.015213386730052125,0.01247883318679155
2007-03-02,-0.025761317808198014,-0.011510508915910767,-0.009506280403507428,-0.030313252910109223,-0.17269197540600345,1.8845000267028809,-0.009579698829144223,0.02715346967156307,0.010655918448665314,0.03308390377064885,0.05501593745040323
2007-03-05,-0.031008209522392027,-0.014250808892287248,-0.017396412700694364,-0.017126490298849495,0.2056149229771833,1.8524999618530271,-0.0016689062267878363,0.005438886855399616,-0.00542068614358282,0.021177273547950293,0.053586373615165384
2007-03-06,0.0144310733888382,0.008833499916802712,0.009939622786913849,0.040465686709792115,0.2950303940851704,1.9290000200271609,0.006798525743732742,0.022862993260929665,0.022318082602007516,0.02951555736273137,0.039070127416674816
2007-03-07,0.02592785702606304,0.016927817891395303,0.022989552987194628,-0.005718776794511826,-0.396268875163571,1.9179999828338623,-0.0028176282426111143,0.021166258280065353,0.013871527874861012,0.03278623398695357,0.02271645731783678
2007-03-08,0.0023240973142765187,-0.002546472129873356,-0.007867853525955315,-0.006800973951055833,-0.12493875057639059,1.9049999713897705,0.012007186323042762,0.02349502868805864,0.015828831734811533,0.04222237413127128,0.017086289823860068
2007-03-09,-0.00750813710413023,-0.008449670787315622,0.0005264161817936097,0.019236392514550338,-0.207430677015207,1.9420000314712524,0.016369148251704213,0.021299383657455317,-0.0025792753499283005,0.015417098484707958,0.013103161724858814
2007-03-12,0.004149391884991305,0.00410573648578183,0.009950358807404913,-0.0007727034358206986,-0.23962514011953218,1.940500020980835,0.00014521530344191458,-0.02430092200718381,-0.09307082337246875,-0.10165446708986925,-0.05816397259687822
2007-03-13,-0.008838154303477785,-0.004362886423454171,-0.01814168453665732,-0.025839875815606872,0.06450649561963573,1.8910000324249268,-0.021895024554675513,-0.034961456132784674,-0.020930756309072485,-0.01052136576977003,0.02834728155586075
2007-03-14,-0.014199528927720584,-0.017121036736925555,-0.011474437334953125,0.0068511525863304,0.5012800072233006,1.9040000438690183,-0.018167325555871416,-0.04933693578532772,-0.04510136929688224,-0.0641312639415148,-0.047787130541536604
2007-03-15,0.008963919775372697,0.0018298186941864136,0.007753024573251555,-0.007909340093993134,-0.16756213892158556,1.8890000581741333,-0.02184176759585099,-0.014501448486770707,0.0009803926991849288,-0.03132086476813645,0.025573321172975616
2007-03-16,-0.010023789628174629,-0.005499531529323254,-0.0007992596396581009,0.0018511096903712776,-0.056655774975382656,1.892500042915344,0.02023267139052276,0.033279725256674775,0.02055058548177824,0.025036755826790213,0.0554750427396572
2007-03-19,0.007395669692052076,0.01200745377785517,0.012711998130612079,0.015727700832551594,-0.4851109824337563,1.9225000143051147,0.013915906709933035,0.023179365551104114,0.025221775563239235,0.041430209084261316,0.046823603032601246
2007-03-20,0.013850992153876418,0.003884471125339961,0.006034388556343306,0.0033753144671847535,-0.10605477385507811,1.9290000200271609,0.025633639543847453,0.02979332401029844,0.041695648601039914,0.03184203285397402,0.03212071009653761
2007-03-21,0.0005189656251493036,0.02828575921591492,0.002090446378170907,0.031132899222995558,0.2733745396187821,1.9900000095367432,-0.012029778562718807,-0.007332549846049696,-0.0016014416874290394,-0.0045262232219408505,-0.005437400759567446
2007-03-22,0.023838098013391096,-0.002012107197865265,0.015540313217222934,-0.00781947172987929,0.0649149713664805,1.9744999408721924,0.007643397887925341,0.012738425089977912,0.01130192002899788,0.018393009052905085,0.030323847325771314
2007-03-23,0.00202432644466799,-0.0030256819913512256,0.0017973992389528348,-0.012998750784116497,-0.5947129691537256,1.9490000009536743,0.02519475459110765,0.02501008415722006,0.01843040942230223,0.0042995265390111115,0.00913554622366275
2007-03-26,-0.014769834846394825,-0.013986258934376994,-0.014210306866776268,0.000769334817096401,0.17985378546967823,1.950500011444092,-0.006113326387202744,-0.013537824202549342,-0.019869324382494225,-0.02189318048103417,-0.029770306346946107
2007-03-27,-0.004113124689168246,0.009430410508203035,0.008550380621115794,0.009186084774703174,0.1259196389608661,1.968500018119812,-0.007418668515399407,-0.0053026025149619516,-0.020710878467255056,-0.017214446505757874,-0.015042591758424817
2007-03-28,0.0069310894319168925,0.0022805186802035138,-0.0005160916350690492,-0.0007622973209203687,0.44021098806744163,1.9670000076293943,-0.006422732590609215,0.002250503099503698,0.0018541752565007785,6.296621858392637e-05,-0.004268815422699079
2007-03-29,0.014224267122294743,0.010323679096532756,0.014351859173780901,0.011876306757454658,0.032206092645825635,1.9904999732971191,-0.016157660218798053,-0.017277831690357237,-0.0033130984015824483,-0.013340373526164462,-0.04067733782610117
2007-03-30,0.002518890674760965,0.007984090296914825,0.0030487436055539607,-0.0005024761492455898,-0.06586749142300974,1.9895000457763672,0.016884377170518716,0.012943151997841795,0.011760662643314101,0.009014241790575528,0.008072244868195466
2007-04-02,0.00251256180292847,0.005699374380010114,0.0032923954558232715,0.015709019226946452,0.1676260115336703,2.0209999084472656,0.008615335115047418,0.013844077292466506,0.01659832590972632,0.019250469612531296,0.026218482370566676
2007-04-03,0.014202287763301902,0.02223673316201047,0.021264100601626312,0.01887083158588121,-0.17242330617255774,2.059499979019165,-0.004149404966997783,0.002697163222231458,-4.630612027156644e-07,-0.005984529608862976,-0.0008803192139499316
2007-04-04,0.01959896153809182,0.0040998967138404785,0.012789167423107317,0.008220529988731573,-0.38410543486592985,2.076499938964844,-0.0058677082531897184,-0.004092191256199751,0.0001951707417240378,-0.004120667881820972,-0.006229613988263161
2007-04-05,0.00845514065184716,0.005041400095451509,0.012627667890826588,0.00360542227933236,-0.21193881524251523,2.0840001106262207,0.00036271025596301687,-0.0012890228794794067,-0.005097670296486334,-0.009861609676234062,-0.010793396233579
2007-04-09,0.0036018448094430333,0.009058489893125854,0.004093858066455014,-0.00048004125042544477,0.24055584673023844,2.0829999446868896,-0.003920119189939508,0.0006825163664107015,-0.0019864659251407346,0.0020205664126886624,0.007786712590015954
2007-04-10,-0.0036018448094430333,-0.004280654620023805,-0.0036113839797238256,0.004789276755406191,-0.20079024261766776,2.0929999351501465,-0.011908051813095621,-0.009666469628743513,-0.030461398832253073,-0.030493341849670785,-0.025147952782155536
2007-04-11,0.0038414919156569693,-0.0021472754216568246,-0.005320408201702986,-0.004309235504980746,0.39482952294154217,2.0840001106262207,-0.005283624776814655,-0.005755393576293288,-0.018386193637149773,-0.016962080285318204,-0.018278877827418105
